institution_name,id,url,institution_code_number,institution_type,beginning_of_activity,state,address,post_code,place,headquarters_name,headquarters_address,post_code,city,country,subscribed_capital,paid_up_capital,related_decisions,published_accounts
"A TO Z 4U LTD",9943,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9943",8910,"Free Provision of Services by EU Payment Institutions",2013-07-02,"Active",,,,,,,,"Reino Unido",,,,
"LLOYDS TSB SCOTLAND PLC",9910,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9910",9608,"Free Provision of Services by EU Credit Institutions",2013-05-07,"Active",,,,,,,,"Reino Unido",,,,
"HARTMANN CAPITAL LIMITED",9220,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9220",8818,"Free Provision of Services by EU Payment Institutions",2011-04-15,"Active",,,,,,,,"Reino Unido",,,,
"CALEDONIAN BANK PLC",8552,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8552",9041,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"SWEDBANK AB",10135,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10135",9652,"Free Provision of Services by EU Credit Institutions",2015-06-01,"Active",,,,,,,,"Suécia",,,,
"HERMEX INTERNATIONAL LIMITED",9273,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9273",8859,"Free Provision of Services by EU Payment Institutions",2012-02-05,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE CALDAS DA RAINHA, ÓBIDOS E PENICHE, CRL",9771,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9771",5130,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1913-03-02,"Active","RUA CORONEL SOEIRO DE BRITO, 24","2500-149 CALDAS DA RAINHA","CALDAS DA RAINHA",,,"2500-149 CALDAS DA RAINHA",,,21457800.00,21457800.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+CALDAS+DA+RAINHA%2c+%c3%93BIDOS+E+PENICHE%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+CALDAS+DA+RAINHA%2c+%c3%93BIDOS+E+PENICHE%2c+CRL"
"CASHPOT LIMITED",10051,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10051",8969,"Free Provision of Services by EU Payment Institutions",2014-05-09,"Active",,,,,,,,"Reino Unido",,,,
"AMERICAN EXPRESS SERVICES EUROPE LIMITED",9164,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9164",8782,"Free Provision of Services by EU Payment Institutions",2009-11-01,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DO RIBATEJO SUL, CRL",9804,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9804",5470,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1997-12-05,"Active","RUA  DIREITA, 99","2090-329 BENFICA DO RIBATEJO","BENFICA DO RIBATEJO",,,"2090-329 BENFICA DO RIBATEJO",,,6119700.00,6119700.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DO+RIBATEJO+SUL%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DO+RIBATEJO+SUL%2c+CRL"
"HSBC TRINKAUS & BURKHARDT AG",9002,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9002",9475,"Free Provision of Services by EU Credit Institutions",2007-11-29,"Active",,,,,,,,"Alemanha",,,,
"ANGLO-ROMANIAN BANK LTD",8531,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8531",9016,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"GULF INTERNATIONAL BANK (UK) LTD",9098,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9098",9549,"Free Provision of Services by EU Credit Institutions",2010-01-04,"Active",,,,,,,,"Reino Unido",,,,
"AZIMO LTD",10115,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10115",7641,"Free Provision of Services by EU Electronic Money Institutions",2015-03-24,"Active",,,,,,,,"Reino Unido",,,,
"DEUTSCHE BANK (MALTA) LTD",9104,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9104",9550,"Free Provision of Services by EU Credit Institutions",,"Active",,,,,,,,"Malta",,,,
"S.C. MERIDIANA - TRANSFER DE BANI, S.R.L.",9262,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9262",8852,"EU Payment Institutions with tied Agents",2011-10-05,"Active",,,,,,,,"Roménia",,,,
"BANQUE INTERNATIONALE À LUXEMBOURG",8876,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8876",9358,"Free Provision of Services by EU Credit Institutions",2004-03-17,"Active",,,,,,,,"Luxemburgo",,,,
"AN EXPRESS LIMITED",9177,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9177",8761,"Free Provision of Services by EU Payment Institutions",2009-11-01,"Active",,,,,,,,"Reino Unido",,,,
"NATIONSBANK EUROPE LIMITED (NEL)",8686,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8686",9184,"Free Provision of Services by EU Credit Institutions",1997-11-06,"Active",,,,,,,,"Reino Unido",,,,
"NATIONAL WESTMINSTER BANK PLC",8608,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8608",9097,"Free Provision of Services by EU Credit Institutions",1993-09-10,"Active",,,,,,,,"Reino Unido",,,,
"HUELLEMANN & STRAUSS ONLINESERVICES S.A.R.L",10073,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10073",8984,"Free Provision of Services by EU Payment Institutions",2014-09-11,"Active",,,,,,,,"Luxemburgo",,,,
"CYPRUS POPULAR BANK PUBLIC CO LTD",9034,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9034",9506,"Free Provision of Services by EU Credit Institutions",2008-07-15,"Active",,,,,,,,"Chipre",,,,
"ONEY - INSTITUIÇÃO FINANCEIRA DE CRÉDITO, SA",9572,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9572",881,"Credit Financial Institutions",1994-09-25,"Active","AVENIDA JOSÉ GOMES FERREIRA, N.º 9, SALA 1","1495-139 ALGÉS","ALGÉS",,,"1495-139 ALGÉS",,,10646030.00,10646030.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=ONEY+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=ONEY+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA"
"HSBC BANK MALTA PLC",9033,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9033",9505,"Free Provision of Services by EU Credit Institutions",2008-06-30,"Active",,,,,,,,"Malta",,,,
"BANCA ALETTI & C. S.P.A.",8851,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8851",9335,"Free Provision of Services by EU Credit Institutions",2003-03-26,"Active",,,,,,,,"Itália",,,,
"THE ROYAL BANK OF SCOTLAND (GIBRALTAR) LIMITED",8797,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8797",9288,"Free Provision of Services by EU Credit Institutions",2001-05-09,"Active",,,,,,,,"Reino Unido",,,,
"INPAY A/S",9914,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9914",8900,"Free Provision of Services by EU Payment Institutions",2013-04-12,"Active",,,,,,,,"Dinamarca",,,,
"MASTERWIRE FINANCIAL LIMITED",10054,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10054",8970,"Free Provision of Services by EU Payment Institutions",2014-07-12,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE SALVATERRA DE MAGOS, CRL",9784,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9784",5270,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1927-03-27,"Active","AVENIDA DR. ROBERTO FERREIRA FONSECA, 96","2120-117 SALVATERRA DE MAGOS","SALVATERRA DE MAGOS",,,"2120-117 SALVATERRA DE MAGOS",,,10527065.00,10527065.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+SALVATERRA+DE+MAGOS%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+SALVATERRA+DE+MAGOS%2c+CRL"
"CIT (FRANCE) S.A.S.",8821,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8821",9311,"Free Provision of Services by EU Credit Institutions",2002-06-20,"Active",,,,,,,,"França",,,,
"ATLANTIC - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO, SA",9614,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9614",995,"Real Estate Investment Fund Management Companies",2006-08-01,"Active","PRAÇA DE LIÉGE, Nº. 86","4150-455 PORTO","FOZ DO DOURO",,,"4150-455 PORTO",,,425000.00,425000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=ATLANTIC+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=ATLANTIC+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+IMOBILI%c3%81RIO%2c+SA"
"UBI BANCA INTERNATIONAL, SA",8643,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8643",9136,"Free Provision of Services by EU Credit Institutions",1994-11-03,"Active",,,,,,,,"Luxemburgo",,,,
"NIBC BANK DEUTSCHLAND AG",10098,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10098",9642,"Free Provision of Services by EU Credit Institutions",2015-03-10,"Active",,,,,,,,"Alemanha",,,,
"BANK CORLUY SA",8845,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8845",9331,"Free Provision of Services by EU Credit Institutions",2003-03-05,"Active",,,,,,,,"Bélgica",,,,
"MONTEPIO CRÉDITO - INSTITUIÇÃO FINANCEIRA DE CRÉDITO, SA",9519,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9519",796,"Credit Financial Institutions",1992-11-01,"Active","RUA JÚLIO DINIS, 158 A 160, 2º ANDAR","4050-318 PORTO","PORTO",,,"4050-318 PORTO",,,30000000.00,30000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=MONTEPIO+CR%c3%89DITO+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=MONTEPIO+CR%c3%89DITO+-+INSTITUI%c3%87%c3%83O+FINANCEIRA+DE+CR%c3%89DITO%2c+SA"
"LOMBARD NORTH CENTRAL PLC",8602,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8602",9091,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"STANDARD CHARTERED BANK",8630,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8630",9122,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"POPULAR FACTORING, SA",9462,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9462",699,"Factoring Companies",1972-08-01,"Active","RUA RAMALHO ORTIGÃO, Nº 51","1099-090 LISBOA","LISBOA",,,"1099-090 LISBOA",,,12500000.00,12500000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=POPULAR+FACTORING%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=POPULAR+FACTORING%2c+SA"
"CAIXAGEST-TÉCNICAS DE GESTÃO DE FUNDOS, SA",9352,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9352",581,"Securities Investment Fund Management Companies",1990-12-17,"Active","AVENIDA JOÃO XXI, 63, 2º","1000-300 LISBOA","LISBOA",,,"1000-300 LISBOA",,,9300000.00,9300000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXAGEST-T%c3%89CNICAS+DE+GEST%c3%83O+DE+FUNDOS%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXAGEST-T%c3%89CNICAS+DE+GEST%c3%83O+DE+FUNDOS%2c+SA"
"BARCLAYS BANK, SA",8978,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8978",9454,"Free Provision of Services by EU Credit Institutions",2007-04-18,"Active",,,,,,,,"Espanha",,,,
"ABN AMRO BANK (IRELAND) LIMITED",9039,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9039",9511,"Free Provision of Services by EU Credit Institutions",2009-01-02,"Active",,,,,,,,"Irlanda",,,,
"CITIBANK INTERNATIONAL LIMITED - SUCURSAL EM PORTUGAL",8557,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8557",169,"Branches of Credit Institutions with Head Office in the EU",2000-05-01,"Active","RUA BARATA SALGUEIRO, Nº 30 - 4º - EDIFÍCIO FUNDAÇÃO","1269-056 LISBOA","LISBOA","CITIBANK INTERNATIONAL LIMITED","CITIGROUP CENTRE, 33 CANADA SQUARE, LONDON, E14 5LB","1269-056 LISBOA","LONDON","Reino Unido",,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CITIBANK+INTERNATIONAL+LIMITED+-+SUCURSAL+EM+PORTUGAL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CITIBANK+INTERNATIONAL+LIMITED+-+SUCURSAL+EM+PORTUGAL"
"POHJOLA BANK PLC",8959,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8959",9436,"Free Provision of Services by EU Credit Institutions",2006-10-11,"Active",,,,,,,,"Finlândia",,,,
"TT EXPRESS UAB",9987,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9987",8937,"Free Provision of Services by EU Payment Institutions",2014-01-01,"Active",,,,,,,,"Lituânia",,,,
"B+S CARD SERVICE GMBH",9167,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9167",8799,"Free Provision of Services by EU Payment Institutions",2011-02-08,"Active",,,,,,,,"Alemanha",,,,
"BANCA CABOTO, SPA",8875,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8875",9357,"Free Provision of Services by EU Credit Institutions",2004-02-18,"Active",,,,,,,,"Itália",,,,
"ONLINE CURRENCY CORP LTD",10100,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10100",7638,"Free Provision of Services by EU Electronic Money Institutions",,"Active",,,,,,,,"Reino Unido",,,,
"FUND BOX - SOCIEDADE GESTORA DE FUNDOS DE INVESTIMENTO MOBILIÁRIO, SA",9132,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9132",332,"Securities Investment Fund Management Companies",2012-09-01,"Active","AVENIDA ENGENHEIRO DUARTE PACHECO, TORRE 1, 15.º ANDAR , SALA 2","1070-101 LISBOA","LISBOA",,,"1070-101 LISBOA",,,325000.00,325000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=FUND+BOX+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+MOBILI%c3%81RIO%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=FUND+BOX+-+SOCIEDADE+GESTORA+DE+FUNDOS+DE+INVESTIMENTO+MOBILI%c3%81RIO%2c+SA"
"SKRILL LIMITED",10107,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10107",7639,"Free Provision of Services by EU Electronic Money Institutions",2012-04-03,"Active",,,,,,,,"Reino Unido",,,,
"BANCO SANTANDER, SA",8768,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8768",9259,"Free Provision of Services by EU Credit Institutions",2000-07-14,"Active",,,,,,,,"Espanha",,,,
"BANKGESELLSCHAFT - BERLIN (IRELAND) PLC",8657,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8657",9150,"Free Provision of Services by EU Credit Institutions",1995-08-14,"Active",,,,,,,,"Irlanda",,,,
"VS1 PAYMENT SERVICES LIMITED",9997,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9997",8945,"Free Provision of Services by EU Payment Institutions",2013-12-12,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE ALJUSTREL E ALMODÔVAR, CRL",9808,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9808",6040,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1911-05-02,"Active","RUA JOSÉ FRANCISCO DA SILVA ÁLVARO, 4","7600-105 ALJUSTREL","ALJUSTREL",,,"7600-105 ALJUSTREL",,,5354715.00,5354715.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+ALJUSTREL+E+ALMOD%c3%94VAR%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+ALJUSTREL+E+ALMOD%c3%94VAR%2c+CRL"
"TRUSTPAY GLOBAL LIMITED",9932,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9932",7610,"Free Provision of Services by EU Electronic Money Institutions",2013-01-14,"Active",,,,,,,,"Reino Unido",,,,
"TRANSFERGO LTD",9992,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9992",8942,"Free Provision of Services by EU Payment Institutions",2013-11-22,"Active",,,,,,,,"Reino Unido",,,,
"UAB 'WORAPAY'",10009,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10009",8949,"Free Provision of Services by EU Payment Institutions",2014-03-01,"Active",,,,,,,,"Lituânia",,,,
"PAYONEER (EU) LIMITED",9933,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9933",7611,"Free Provision of Services by EU Electronic Money Institutions",2013-02-18,"Active",,,,,,,,"Reino Unido",,,,
"FINANCIERA EL CORTE INGLES, E.F.C., SA (SUCURSAL EM PORTUGAL)",8456,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8456",151,"Branches of Credit Institutions with Head Office in the EU",1999-09-30,"Active","AVENIDA ANTÓNIO AUGUSTO DE AGUIAR,  Nº 31","1069-413 LISBOA","LISBOA","FINANCIERA EL CORTE INGLES, E.F.C., SA","CALLE DE HERMOSILLA, 112","1069-413 LISBOA","MADRID","Espanha",,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=FINANCIERA+EL+CORTE+INGLES%2c+E.F.C.%2c+SA+(SUCURSAL+EM+PORTUGAL)","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=FINANCIERA+EL+CORTE+INGLES%2c+E.F.C.%2c+SA+(SUCURSAL+EM+PORTUGAL)"
"PT PAY, SA",9967,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9967",,"Payment Institutions",,,,,,,,,,,,,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=PT+PAY%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=PT+PAY%2c+SA"
"DE BUCK BANQUIERS NV",8855,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8855",9339,"Free Provision of Services by EU Credit Institutions",2003-06-02,"Active",,,,,,,,"Bélgica",,,,
"I-PAY WORLDWIDE LIMITED",9283,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9283",8865,"Free Provision of Services by EU Payment Institutions",2012-02-24,"Active",,,,,,,,"Reino Unido",,,,
"PREPAY TECHNOLOGIES LIMITED",8983,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8983",9458,"Free Provision of Services by EU Credit Institutions",2007-06-14,"Active",,,,,,,,"Reino Unido",,,,
"CERRO CATEDRAL ENTIDAD DE PAGO, SA",10105,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10105",,"Branches of Payment Institutions with Head Office in the EU",,,,,,,,,,,,,,
"BANK OF AMERICA MERRILL LYNCH MERCHANT SERVICES (EUROPE) LIMITED",10154,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10154",9824,"Free Provision of Services by EU Payment Institutions",2015-07-21,"Active",,,,,,,,"Reino Unido",,,,
"N.V. DE INDONESISCHE OVERZEESE BANK",8811,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8811",9301,"Free Provision of Services by EU Credit Institutions",2001-11-23,"Active",,,,,,,,"Holanda",,,,
"AFTAB CURRENCY EXCHANGE LIMITED",10049,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10049",8971,"EU Payment Institutions with tied Agents",2013-11-25,"Active",,,,,,,,"Reino Unido",,,,
"BARCLAYS WEALTH MANAGERS PORTUGAL - SGFIM, SA",9134,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9134",547,"Securities Investment Fund Management Companies",1990-09-24,"Active","AVENIDA DO COLÉGIO MILITAR, 37 F, 6.º ANDAR, TORRE ORIENTE","1500-180, LISBOA,","LISBOA",,,"1500-180, LISBOA,",,,1745800.00,1745800.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=BARCLAYS+WEALTH+MANAGERS+PORTUGAL+-+SGFIM%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=BARCLAYS+WEALTH+MANAGERS+PORTUGAL+-+SGFIM%2c+SA"
"KOMMUNALKREDIT INTERNATIONAL BANK LTD",8910,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8910",9391,"Free Provision of Services by EU Credit Institutions",2005-02-09,"Active",,,,,,,,"Chipre",,,,
"CBN LONDON LTD",10027,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10027",8958,"Free Provision of Services by EU Payment Institutions",2014-04-15,"Active",,,,,,,,"Reino Unido",,,,
"AMAZON PAYMENTS EUROPE, S.C.A.",9930,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9930",7607,"Free Provision of Services by EU Electronic Money Institutions",2012-12-01,"Active",,,,,,,,"Luxemburgo",,,,
"ULSTER BANK LTD",8639,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=8639",9132,"Free Provision of Services by EU Credit Institutions",1993-10-22,"Active",,,,,,,,"Reino Unido",,,,
"CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DE ALBUFEIRA, CRL",9849,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9849",7010,"Central Mutual Agricultural Credit Bank and Mutual Agricultural Credit Banks",1978-04-28,"Active","RUA 5 DE OUTUBRO, Nº 1 - A","8200-508 PADERNE ABF","PADERNE",,,"8200-508 PADERNE ABF",,,9950230.00,9950230.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+ALBUFEIRA%2c+CRL","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=CAIXA+DE+CR%c3%89DITO+AGR%c3%8dCOLA+M%c3%9aTUO+DE+ALBUFEIRA%2c+CRL"
"VIVA FINANCIAL SERVICES UK LTD",10045,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=10045",8964,"Free Provision of Services by EU Payment Institutions",2014-06-11,"Active",,,,,,,,"Reino Unido",,,,
"EUROFACTOR PORTUGAL - SOCIEDADE DE FACTORING, SA",9499,"https://www.bportugal.pt/en-US/Supervisao/Pages/CreditInstitution.aspx?IcID=9499",771,"Factoring Companies",1992-04-14,"Active","AVENIDA  DUQUE DE ÁVILA, 141, 3º DTO","1050-081 LISBOA","LISBOA",,,"1050-081 LISBOA",,,14000000.00,14000000.00,"http://www.bportugal.pt/pt-PT/Supervisao/Decisoes/Paginas/Decisoes.aspx?sInpT1=EUROFACTOR+PORTUGAL+-+SOCIEDADE+DE+FACTORING%2c+SA","http://www.bportugal.pt/pt-PT/Supervisao/Paginas/Contasdasinstituicoes.aspx?sInpT1=EUROFACTOR+PORTUGAL+-+SOCIEDADE+DE+FACTORING%2c+SA"
